,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,TATT_I_BRUK,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,REGISTRERT_IGANGSATT_DATO,REGISTRERT_GODKJENT_DATO,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINAT_TYPE,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,UKOORDINAT_TYPE,UKOORDINATSYSTEM_NR,UKOORDINATSYSTEM_NAVN,UKOORDINAT_KVALITET_KODE,UKOORDINAT_KVALITET_NAVN,UX_KOORDINAT,UY_KOORDINAT,UZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL,Byggtype_profet,Energistandard_profet,Energibronn,Energiomraadeid,SHAPE,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,_nettutveksling_energi,_nettutveksling_effekt,_utetemperatur,_termisk_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,_nettutveksling_energi_liste
1000,1001,32064,30,VIKEN,3003,SARPSBORG,352659,0,136,Andre småhus m/3 boliger el fl,TB,Tatt i bruk,10101,10101,19000615,19000615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,266.0,266.0,0.0,3,3,L,22,EUREF89 UTM Sone 32,,,6573065.9,620869.5,,U,23,EUREF89 UTM Sone 33,,,6577575.29,279044.36,0.0,1,N,0.0,A,Y,,A,"{'x': 620869.5, 'y': 6573065.9, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,10700.0,2.0,[0],[3.63838702 3.39748585 3.27031928 ... 4.60474092 4.14439951 3.93201894],[1.10773484 0.86231659 0.77514616 ... 1.90299725 1.69647041 1.34644766],0,0,0,"[-3.63838702 -3.39748585 -3.27031928 ... -4.60474092 -4.14439951
 -3.93201894]",0,[1.10773484 0.86231659 0.77514616 ... 1.90299725 1.69647041 1.34644766]
1001,1002,32065,30,VIKEN,3003,SARPSBORG,352667,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,19351115,19351115,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,272.0,272.0,0.0,4,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573100.0,620845.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577611.48,279023.02,0.0,1,N,0.0,A,Y,,A,"{'x': 620845, 'y': 6573100, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,0,35500.0,9.0,[0],[3.7204559  3.47412087 3.34408588 ... 4.70860726 4.23788221 4.0207111 ],[1.13272134 0.88176734 0.79263066 ... 1.945922   1.73473666 1.37681866],0,0,0,0,0,[4.85317724 4.35588821 4.13671654 ... 6.65452926 5.97261887 5.39752976]
1002,1003,32066,30,VIKEN,3003,SARPSBORG,352691,0,122,"Tomannsbolig, horisontaldelt",TB,Tatt i bruk,10101,10101,18980615,18980615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,291.0,291.0,0.0,3,2,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573249.0,620635.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577778.83,278827.19,0.0,1,N,0.0,A,Y,,A,"{'x': 620635, 'y': 6573249, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0.0,0,26700.0,7.0,[0],[3.98034069 3.71679843 3.57768012 ... 5.03751733 4.53391075 4.3015696 ],[1.21184526 0.94336138 0.84799824 ... 2.08185038 1.85591312 1.47299349],[1.1372402  1.06194241 1.02219432 ... 1.43929066 1.29540307 1.22901988],"[-2.84310049 -2.65485602 -2.5554858  ... -3.59822666 -3.23850768
 -3.07254971]",[0. 0. 0. ... 0. 0. 0.],0,0,[3.48632565 3.0672462  2.89238688 ... 4.9604317  4.44671926 3.93103326]
1003,1004,32069,30,VIKEN,3003,SARPSBORG,352748,0,111,Enebolig,TB,Tatt i bruk,10101,10101,18980615,18980615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,211.0,211.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573271.0,620599.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577803.99,278793.3,0.0,1,N,0.0,A,Y,,A,"{'x': 620599, 'y': 6573271, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,True,0.0,True,900.0,2.0,[0],[2.88608895 2.69499818 2.59412545 ... 3.65263284 3.2874748  3.11900751],[0.87869192 0.68401805 0.61487158 ... 1.50952037 1.34569645 1.06804683],0,0,0,"[-2.88608895 -2.69499818 -2.59412545 ... -3.65263284 -3.2874748
 -3.11900751]",[-0. -0. -0. ... -0. -0. -0.],[0.87869192 0.68401805 0.61487158 ... 1.50952037 1.34569645 1.06804683]
1004,1005,32071,30,VIKEN,3003,SARPSBORG,352764,0,319,Annen kontorbygning,TB,Tatt i bruk,10101,10101,18980615,18980615,Q,Helse- og sosialtjenester,,,10101,10101,1,Tilkn. off. vannverk,121.0,0.0,121.0,3,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573279.0,620581.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577813.58,278776.08,0.0,1,N,0.0,C,Y,,A,"{'x': 620581, 'y': 6573279, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,True,0,0,23600.0,9.0,[0],[1.01432697 1.0236185  0.99340585 ... 1.15059069 1.08687726 1.09936853],[1.36099082 1.35397729 1.35033036 ... 1.41205984 1.39326503 1.36868448],[0.20747342 0.20747342 0.20747342 ... 0.20747342 0.20747342 0.20747342],"[-0.51868356 -0.51868356 -0.51868356 ... -0.51868356 -0.51868356
 -0.51868356]",[0.28816998 0.29746151 0.26724886 ... 0.42443371 0.36072028 0.37321154],0,[-0. -0. -0. ... -0. -0. -0.],[2.35227763 2.36384717 2.29977493 ... 2.6758741  2.52965243 2.53005441]
1005,1006,32072,30,VIKEN,3003,SARPSBORG,352780,0,322,Butikk/forretningsbygning,TB,Tatt i bruk,10101,10101,19000615,19000615,G,"Varehandel, reparasjon av motorvogner",,,10101,10101,1,Tilkn. off. vannverk,558.0,0.0,558.0,3,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573302.0,620555.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577838.83,278752.25,0.0,1,N,0.0,D,Y,,A,"{'x': 620555, 'y': 6573302, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",True,0,0,0,118400.0,42.0,[0],[3.6324694  3.5999375  3.61985163 ... 4.53122617 4.17171346 3.95605595],[5.58607216 5.4203774  5.33920961 ... 5.92837781 5.6645197  5.48578951],[0.83388202 0.83388202 0.83388202 ... 0.83388202 0.83388202 0.83388202],"[-2.08470506 -2.08470506 -2.08470506 ... -2.08470506 -2.08470506
 -2.08470506]",[0.71388232 0.68135042 0.70126455 ... 1.61263908 1.25312638 1.03746887],0,0,"[ 8.68160085  8.45084229  8.40950275 ... 10.82142003  9.83853651
  9.22849129]"
1006,1007,32075,30,VIKEN,3003,SARPSBORG,352802,0,136,Andre småhus m/3 boliger el fl,TB,Tatt i bruk,10101,10101,18980615,18980615,X,Bolig,,,10101,10101,1,Tilkn. off. vannverk,180.0,180.0,0.0,2,4,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573299.0,620507.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577840.16,278704.15,0.0,1,N,0.0,A,Y,,A,"{'x': 620507, 'y': 6573299, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0.0,True,7200.0,1.0,[0],[2.46206641 2.29905058 2.21299801 ... 3.1159901  2.80448087 2.6607647 ],[0.74959501 0.58352251 0.52453499 ... 1.2877425  1.14798749 0.91112999],0,0,0,"[-2.46206641 -2.29905058 -2.21299801 ... -3.1159901  -2.80448087
 -2.6607647 ]",0,[0.74959501 0.58352251 0.52453499 ... 1.2877425  1.14798749 0.91112999]
1007,1008,32077,30,VIKEN,3003,SARPSBORG,352837,0,672,Bedehus menighetshus,TB,Tatt i bruk,10101,10101,19100615,19100615,Q,Helse- og sosialtjenester,,,10101,10101,1,Tilkn. off. vannverk,397.0,0.0,397.0,3,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573299.0,620489.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577841.78,278686.22,0.0,1,N,0.0,I,Y,,A,"{'x': 620489, 'y': 6573299, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,True,0,90300.0,27.0,[0],[3.75453242 3.77019542 3.72578612 ... 4.63703932 4.02883484 3.87817203],[3.97432015 3.85643339 3.79868497 ... 4.2178602  4.03013319 3.90297211],[1.38464411 1.38464411 1.38464411 ... 1.38464411 1.38464411 1.38464411],"[-1.66157294 -1.66157294 -1.66157294 ... -1.66157294 -1.66157294
 -1.66157294]",[0.70831537 0.72397837 0.67956908 ... 1.59082227 0.9826178  0.83195499],0,0,"[ 8.16023912  8.07367835  7.92711135 ... 10.16879297  8.76465701
  8.33617031]"
1008,1009,32079,30,VIKEN,3003,SARPSBORG,352853,0,322,Butikk/forretningsbygning,TB,Tatt i bruk,10101,10101,19030615,19030615,G,"Varehandel, reparasjon av motorvogner",,,10101,10101,1,Tilkn. off. vannverk,714.0,208.0,506.0,4,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573318.0,620478.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577861.7,278676.97,0.0,1,N,0.0,D,Y,,A,"{'x': 620478, 'y': 6573318, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,True,0,160500.0,55.0,[0],[4.64799849 4.60637164 4.63185316 ... 5.79802058 5.33799895 5.06205008],[7.14776975 6.93575173 6.83189186 ... 7.58577376 7.24814887 7.0194511 ],[1.69751644 1.69751644 1.69751644 ... 1.69751644 1.69751644 1.69751644],"[-2.03701972 -2.03701972 -2.03701972 ... -2.03701972 -2.03701972
 -2.03701972]",[0.91346233 0.87183548 0.897317   ... 2.06348442 1.60346279 1.32751392],0,0,"[12.36972727 12.07445557 12.02155874 ... 15.10777547 13.85010731
 13.06951182]"
1009,1010,32081,30,VIKEN,3003,SARPSBORG,352861,0,323,Bensinstasjon,TB,Tatt i bruk,10101,10101,19600615,19600615,G,"Varehandel, reparasjon av motorvogner",,,10101,10101,1,Tilkn. off. vannverk,394.0,58.0,336.0,3,1,L,22,EUREF89 UTM Sone 32,--,UOppgitt,6573319.0,620436.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,6577866.48,278635.21,0.0,1,N,0.0,L,Y,,A,"{'x': 620436, 'y': 6573319, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",0,0,0,0,84400.0,22.0,[0],[3.86930501 3.85273034 3.81675975 ... 4.51636708 4.24589987 4.14340561],[4.01355889 3.94039625 3.90171246 ... 4.26830515 4.14884459 4.03537948],0,0,0,0,0,[7.88286391 7.79312659 7.71847221 ... 8.78467223 8.39474445 8.17878509]
